2015.admissions.act_scores.midpoint.cumulative,2015.admissions.admission_rate.overall,2015.admissions.sat_scores.average.overall,2015.aid.federal_loan_rate,2015.aid.median_debt.completers.overall,2015.aid.pell_grant_rate,2015.completion.completion_rate_4yr_150nt,2015.cost.attendance.academic_year,2015.earnings.10_yrs_after_entry.not_working_not_enrolled.overall,2015.student.FAFSA_applications,2015.student.family_income.overall,2015.student.parents_education_level,2015.student.size,school.faculty_salary,school.ft_faculty_rate,school.instructional_expenditure_per_fte,school.name,school.ownership,school.region_id,school.state_fips,school.tuition_revenue_per_fte
31.0,0.2878,1357.0,0.3465,26579.0,0.0956,0.8755,64396.0,,632.0,632.0,618.0,2912.0,10558.0,0.8697,28867,Oberlin College,2,3,39,29944
18.0,0.5019,868.0,0.8459,24000.0,0.6249,0.4264,39657.0,,657.0,657.0,585.0,1038.0,5710.0,0.1745,3968,William Peace University,2,5,37,11882
21.0,0.2297,963.0,0.8058,27000.0,0.5243,0.5417,36184.0,,127.0,127.0,117.0,198.0,5038.0,0.1739,7123,Art Academy of Cincinnati,2,3,39,29139
20.0,0.4196,947.0,0.7602,32947.0,0.6378,0.3824,25796.0,,142.0,142.0,128.0,203.0,5162.0,1.0,5430,Mid-Atlantic Christian University,2,5,37,8793
25.0,0.7836,1113.0,0.4827,23500.0,0.3016,0.643,24418.0,,8788.0,8788.0,8208.0,23656.0,9076.0,0.786,10407,Oregon State University,1,8,41,11309
21.0,0.8772,979.0,0.7114,26000.0,0.3268,0.6209,21974.0,,4565.0,4565.0,4226.0,8892.0,8805.0,0.8519,8882,Bloomsburg University of Pennsylvania,1,2,42,7920
24.0,0.5868,1072.0,0.6353,23500.0,0.254,0.7073,25195.0,,6197.0,6197.0,5825.0,13966.0,9054.0,0.7285,7948,West Chester University of Pennsylvania,1,2,42,9258
26.0,0.7715,1141.0,0.4118,21500.0,0.2264,0.6802,26820.0,,3444.0,3444.0,3315.0,10033.0,8285.0,0.6297,9689,College of Charleston,1,5,45,13113
29.0,0.5127,1275.0,0.4286,21500.0,0.1834,0.8091,26373.0,,4313.0,4313.0,4183.0,17740.0,10165.0,0.8292,12729,Clemson University,1,5,45,14839
,,,0.0,,0.5,0.12,14290.0,,20.0,20.0,,56.0,3306.0,,15996,Yeshivath Beth Moshe,2,2,42,16824
23.0,0.4302,1054.0,0.6743,26495.0,0.2608,0.5659,29026.0,,1968.0,1968.0,1871.0,4421.0,8760.0,0.3872,8400,York College Pennsylvania,2,2,42,13828
23.0,0.7652,1073.0,0.5042,23812.0,0.2559,0.6741,26374.0,,989.0,989.0,937.0,2616.0,8347.0,0.6867,9842,Citadel Military College of South Carolina,1,5,45,11054
,0.7265,,0.6549,27000.0,0.2074,0.7226,50971.0,,1033.0,1033.0,1000.0,2122.0,8386.0,0.9846,8386,Salve Regina University,2,1,44,18094
23.0,0.34,1045.0,0.5054,21500.0,0.4732,0.6238,32902.0,,257.0,257.0,247.0,541.0,4490.0,0.898,7243,Columbia International University,2,5,45,10457
,0.8192,,0.7908,26900.5,0.3552,0.5851,41699.0,,7893.0,7893.0,7083.0,8467.0,9020.0,1.0,6684,Johnson & Wales University-Providence,2,1,44,16188
28.0,0.6453,1220.0,0.4813,23250.0,0.2248,0.7248,25390.0,,8215.0,8215.0,7903.0,24941.0,10000.0,0.7156,10828,University of South Carolina-Columbia,1,5,45,11469
23.0,0.671,1044.0,0.6409,27000.0,0.4059,0.5519,25692.0,,2331.0,2331.0,2185.0,4786.0,7525.0,0.5714,9159,Winthrop University,1,5,45,8593
16.0,0.9489,760.0,0.8001,33205.5,0.7453,0.3604,27895.0,,1419.0,1419.0,1282.0,2410.0,6949.0,1.0,8540,South Carolina State University,1,5,45,9558
23.0,0.8125,1047.0,0.4576,23500.0,0.2504,0.3838,18155.0,,1124.0,1124.0,1045.0,1896.0,7437.0,0.6711,8292,Dakota State University,1,4,46,7359
29.0,0.5389,1272.0,0.5412,26909.0,0.1665,0.8165,32754.0,,9594.0,9594.0,9098.0,18655.0,10358.0,0.7483,17221,University of Pittsburgh-Pittsburgh Campus,1,2,42,17119
23.0,0.5883,1039.0,0.6403,23880.0,0.4024,0.4581,36513.0,,929.0,929.0,878.0,1711.0,5645.0,0.5446,5450,Carson-Newman University,2,5,47,10252
23.0,0.9215,1046.0,0.7139,22750.0,0.3186,0.5515,36240.0,,626.0,626.0,591.0,1185.0,6368.0,1.0,6941,University of Sioux Falls,2,4,46,10975
20.0,0.623,925.0,0.7709,26250.0,0.4554,0.4203,31889.0,,308.0,308.0,265.0,752.0,4815.0,0.6712,6945,Presentation College,2,4,46,14072
25.0,0.554,1148.0,0.8556,32256.0,0.5205,0.5818,18995.0,,649.0,649.0,560.0,1078.0,6781.0,0.9875,8587,Baptist Memorial College of Health Sciences,2,5,47,13687
,0.7395,915.0,0.6569,27000.0,0.3542,0.5733,35126.0,,962.0,962.0,853.0,1824.0,7359.0,0.2374,8888,Holy Family University,2,2,42,16646
,0.7158,,0.8362,27000.0,0.2747,0.6553,44489.0,,1013.0,1013.0,953.0,1859.0,7664.0,0.6623,10086,King's College,2,2,42,17112
,0.7244,,0.7475,26806.0,0.3706,0.5406,44276.0,,637.0,637.0,569.0,1377.0,7358.0,0.3516,8746,Cabrini University,2,2,42,14269
21.0,0.8074,972.0,0.8617,27000.0,0.5019,0.496,37989.0,,893.0,893.0,793.0,1377.0,6722.0,1.0,7992,Carlow University,2,2,42,18195
,,,0.8064,33500.0,0.7472,0.172,25255.0,,448.0,448.0,368.0,686.0,9647.0,0.5313,10496,Cheyney University of Pennsylvania,1,2,42,2252
21.0,0.9259,966.0,0.7487,26481.5,0.4497,0.4872,44783.0,,882.0,882.0,759.0,1405.0,5423.0,1.0,7582,Chestnut Hill College,2,2,42,14963
20.0,0.9546,939.0,0.6628,26000.0,0.3241,0.4632,37684.0,,625.0,625.0,579.0,1359.0,6150.0,0.337,6612,La Roche College,2,2,42,16147
26.0,0.7072,1125.0,0.7248,27000.0,0.1952,0.7776,51469.0,,1029.0,1029.0,965.0,1762.0,8469.0,0.7354,14518,Elizabethtown College,2,2,42,20239
,0.7692,,0.6173,27000.0,0.2359,0.735,51507.0,,603.0,603.0,578.0,1470.0,8215.0,0.619,11555,Juniata College,2,2,42,18352
20.0,0.6274,927.0,0.6204,24474.5,0.4359,0.2316,20538.0,,1227.0,1227.0,1143.0,1917.0,6554.0,0.6235,6616,University of South Carolina-Beaufort,1,5,45,6720
,,,0.9526,32950.0,0.8936,0.3367,22918.0,,635.0,635.0,559.0,774.0,4998.0,0.7467,8589,Morris College,2,5,45,11388
29.0,0.372,1273.0,0.3818,27000.0,0.1624,0.8854,63377.0,,416.0,416.0,404.0,2014.0,7873.0,0.3574,23911,Rhode Island School of Design,2,1,44,38114
23.0,0.5775,1040.0,0.7692,26952.0,0.4396,0.5352,28552.0,,493.0,493.0,457.0,794.0,4747.0,0.9634,6974,Converse College,2,5,45,8995
24.0,0.6231,1082.0,0.4747,26108.0,0.2391,0.6951,47823.0,,399.0,399.0,389.0,963.0,7637.0,0.9906,10606,Presbyterian College,2,5,45,16257
21.0,0.6428,993.0,0.6551,26750.0,0.4257,0.6209,46847.0,,359.0,359.0,343.0,618.0,5568.0,0.7,6554,Erskine College,2,5,45,9300
,,,0.6997,4000.0,0.1263,,,,946.0,946.0,926.0,324.0,10659.0,0.773,41019,Medical University of South Carolina,1,5,45,16200
,0.4347,,0.7401,27000.0,0.2526,0.7526,53316.0,,691.0,691.0,650.0,1307.0,7869.0,0.7006,14612,Washington & Jefferson College,2,2,42,21749
33.0,0.0949,1457.0,0.2352,15000.0,0.1599,0.9597,62694.0,,1207.0,1207.0,1150.0,6320.0,14356.0,0.877,32871,Brown University,2,1,44,33356
,0.8261,,0.7192,27000.0,0.2159,0.778,60674.0,,687.0,687.0,664.0,1629.0,8722.0,0.6763,13013,Ursinus College,2,2,42,19922
18.0,0.7063,884.0,0.9128,27000.0,0.4957,0.4689,46818.0,,368.0,368.0,320.0,516.0,5346.0,0.2302,6757,Rosemont College,2,2,42,13046
,,,0.642,12500.0,0.1886,,,,605.0,605.0,554.0,738.0,8381.0,0.944,32503,Thomas Jefferson University,2,2,42,31690
32.0,0.1248,1431.0,0.2257,19500.0,0.1537,0.9391,62450.0,,260.0,260.0,247.0,1566.0,12458.0,0.8826,32209,Swarthmore College,2,2,42,27730
,0.8068,,0.8264,27981.5,0.4597,0.2762,47794.0,,189.0,189.0,179.0,399.0,4475.0,0.2778,13582,Pacific Northwest College of Art,2,8,41,18965
,0.9401,,0.7269,26700.0,0.66,0.3013,24364.0,,2370.0,2370.0,2054.0,1476.0,5342.0,0.4631,6310,Hodges University,2,5,12,15979
,0.7451,,0.5434,22583.5,0.4544,,24488.0,,2774.0,2774.0,2337.0,3595.0,8296.0,0.0941,4671,Brandman University,2,8,6,13992
,0.2653,1002.0,0.0271,,0.7195,0.3131,11912.0,,1896.0,1896.0,1691.0,3669.0,6080.0,0.5205,5721,University of Puerto Rico-Carolina,1,9,72,852
19.0,0.9497,807.0,0.3185,17185.0,0.5464,0.2339,16403.0,,937.0,937.0,774.0,2022.0,6334.0,1.0,10588,University of the Virgin Islands,1,9,78,7884
,0.6667,,0.8505,41750.0,0.4486,0.6667,,,137.0,137.0,,216.0,6706.0,0.3784,8806,Platt College-Aurora,3,7,8,16243
,0.5609,,0.2382,4000.0,0.8686,0.294,12531.0,,2564.0,2564.0,2319.0,4025.0,4592.0,1.0,2683,Inter American University of Puerto Rico-Arecibo,2,9,72,4695
,0.5299,,0.199,3500.0,0.8184,0.2961,10521.0,,2901.0,2901.0,2660.0,4481.0,4522.0,1.0,2800,Inter American University of Puerto Rico-Bayamon,2,9,72,4898
,0.5258,,0.2157,5500.0,0.874,0.2796,11061.0,,2649.0,2649.0,2403.0,4198.0,4417.0,1.0,2388,Inter American University of Puerto Rico-Aguadilla,2,9,72,4718
,0.6722,,0.1682,3000.0,0.8633,0.2061,10826.0,,1320.0,1320.0,1159.0,2050.0,4328.0,1.0,2640,Inter American University of Puerto Rico-Fajardo,2,9,72,4806
,0.4729,,0.4263,4000.0,0.8782,0.2751,13521.0,,1234.0,1234.0,1087.0,1898.0,4341.0,1.0,2450,Inter American University of Puerto Rico-Guayama,2,9,72,4886
,0.2233,,0.4286,13500.0,0.6737,0.3347,13378.0,,1860.0,1860.0,1654.0,4415.0,3769.0,0.3651,3604,Universidad del Sagrado Corazon,2,9,72,7440
,,,0.4327,19500.0,0.6156,0.1667,20219.0,,1554.0,1554.0,1417.0,3475.0,3821.0,0.7431,3725,Universidad Politecnica de Puerto Rico,2,9,72,7256
,,,0.8889,28375.0,0.642,,,,399.0,399.0,340.0,51.0,4789.0,1.0,17585,Antioch University-Midwest,2,3,39,34799
,0.7353,,0.2437,8125.0,0.623,0.6316,11556.0,,137.0,137.0,,411.0,2896.0,0.5955,13827,Puerto Rico Conservatory of Music,1,9,72,4629
,0.8537,,0.0,,0.8234,0.3939,6748.0,,222.0,222.0,200.0,573.0,3355.0,0.2078,3691,Escuela de Artes Plasticas y Diseno de Puerto Rico,1,9,72,1527
,0.9684,,0.5997,13750.0,0.8815,0.3161,12786.0,,730.0,730.0,648.0,1304.0,2506.0,0.5,2967,Universidad Adventista de las Antillas,2,9,72,6038
,,,0.1053,4254.0,0.8688,0.3245,9548.0,,974.0,974.0,894.0,1459.0,2608.0,0.7387,2349,Atlantic University College,2,9,72,2123
,,,0.0,,0.7206,0.5,,,26.0,26.0,,64.0,3073.0,,3206,Bais Medrash Elyon,2,2,36,3667
21.0,0.5404,955.0,0.4019,17995.0,0.4737,0.5144,18938.0,,5207.0,5207.0,4342.0,12103.0,8579.0,0.4749,8352,California State University-San Marcos,1,8,6,7163
,,,0.5894,28965.0,0.6279,0.2581,22376.0,,48934.0,48934.0,40345.0,35040.0,4595.0,0.1527,1310,Kaplan University-Davenport Campus,3,4,19,7848
,0.4869,,0.4638,14000.0,0.4834,0.5339,19375.0,,3460.0,3460.0,2812.0,6408.0,7942.0,0.5,9036,California State University-Monterey Bay,1,8,6,4708
,,,0.4521,,0.4041,,,,175.0,175.0,155.0,304.0,26084.0,0.7412,12630,The University of Texas MD Anderson Cancer Center,1,6,48,3720
,,,0.833,42531.0,0.7473,0.2813,27230.0,,119.0,119.0,93.0,356.0,3947.0,0.3043,4257,Mt Sierra College,3,8,6,11744
,,,0.8167,22188.0,0.6739,0.3354,29258.0,,17231.0,17231.0,13863.0,999.0,4889.0,0.2816,4474,The Art Institute of Phoenix,3,6,4,12872
23.0,0.6768,1047.0,0.3863,16861.0,0.3958,0.4933,18805.0,,10519.0,10519.0,9258.0,24228.0,8446.0,0.6971,7432,Florida Atlantic University,1,5,12,5947
27.0,0.559,1215.0,0.4591,20750.0,0.3182,0.7939,21463.0,,9827.0,9827.0,9230.0,32229.0,10204.0,0.8274,10018,Florida State University,1,5,12,6433
21.0,0.5141,966.0,0.6765,28500.0,0.6113,0.3888,19413.0,,3786.0,3786.0,3291.0,7705.0,8287.0,0.9969,10087,Florida Agricultural and Mechanical University,1,5,12,4514
19.0,0.5506,926.0,0.6572,28385.5,0.5093,0.3349,44435.0,,1950.0,1950.0,1610.0,3703.0,7762.0,0.4547,10383,Barry University,2,5,12,16884
24.0,0.4904,1105.0,0.837,27000.0,0.4901,0.6056,43116.0,,2938.0,2938.0,2659.0,6796.0,9092.0,1.0,21862,Howard University,2,2,11,16209
25.0,0.566,1140.0,0.3925,16000.0,0.3141,0.5481,20616.0,,5042.0,5042.0,4691.0,13562.0,7888.0,0.7789,6297,University of North Florida,1,5,12,5402
23.0,0.7957,1046.0,0.4379,22929.0,0.3312,0.3869,17670.0,,5813.0,5813.0,5395.0,15959.0,7272.0,0.5625,7885,Boise State University,1,7,16,7287
,,,0.4462,22950.0,0.3853,0.3221,19191.0,,3734.0,3734.0,3426.0,8969.0,6712.0,0.9142,9331,Idaho State University,1,7,16,8242
22.0,0.5547,1005.0,0.8137,26000.0,0.5675,0.4178,27262.0,,430.0,430.0,380.0,579.0,5872.0,0.6852,6587,Blackburn College,2,3,17,12576
,0.4934,,0.7004,27000.0,0.2383,0.7597,48584.0,,1153.0,1153.0,1101.0,2454.0,7322.0,0.7623,10622,Augustana College,2,3,17,17484
,,,0.8548,31000.0,0.5534,0.514,34926.0,,171.0,171.0,146.0,317.0,4892.0,1.0,5032,American Academy of Art,2,3,17,26107
,0.7198,,0.5685,23332.0,0.3469,0.7289,49332.0,,6298.0,6298.0,5754.0,15683.0,10306.0,0.4865,11704,DePaul University,2,3,17,22200
,0.8806,,0.6883,26000.0,0.3742,0.4193,40012.0,,4010.0,4010.0,3675.0,8492.0,7916.0,0.286,13467,Columbia College Chicago,2,3,17,19994
24.0,0.5074,1092.0,0.6203,25557.5,0.2415,0.5549,39661.0,,3096.0,3096.0,2934.0,7061.0,8739.0,1.0,6200,The University of Tampa,2,5,12,16984
,,,0.0,,0.26,0.4,23900.0,,15.0,15.0,,46.0,5667.0,1.0,9508,Talmudic College of Florida,2,5,12,4097
20.0,0.4648,955.0,0.5885,21500.0,0.4095,0.3885,34123.0,,2283.0,2283.0,2075.0,3412.0,7214.0,0.9933,4310,Southeastern University,2,5,12,10582
,0.6347,,0.5759,27000.0,0.3421,0.6394,54404.0,,1335.0,1335.0,1241.0,3042.0,10179.0,0.6566,11713,Stetson University,2,5,12,18732
19.0,0.512,879.0,0.8531,23375.0,0.6879,0.3986,30422.0,,739.0,739.0,651.0,1026.0,4734.0,0.3285,3364,Warner University,2,5,12,10478
18.0,0.8634,845.0,0.8725,19623.0,0.6346,0.3913,18017.0,,294.0,294.0,260.0,350.0,3465.0,1.0,1836,Trinity Baptist College,2,5,12,4022
21.0,0.5043,993.0,0.6521,25000.0,0.4708,0.363,19697.0,,4292.0,4292.0,3962.0,8692.0,6073.0,0.7765,6585,Valdosta State University,1,5,13,5699
20.0,0.5688,945.0,0.6629,25000.0,0.4941,0.3898,21143.0,,5582.0,5582.0,5117.0,10309.0,6125.0,0.8258,6857,University of West Georgia,1,5,13,5519
,0.913,,0.3514,22500.0,0.2441,0.4866,35162.0,,1249.0,1249.0,1121.0,3940.0,8495.0,0.4845,5747,Hawaii Pacific University,2,8,15,15823
23.0,0.6991,1064.0,0.4754,27000.0,0.2471,0.6671,51994.0,,3155.0,3155.0,2991.0,9421.0,8676.0,0.779,10176,Savannah College of Art and Design,2,5,13,26551
21.0,0.6289,969.0,0.6662,28418.0,0.4743,0.4625,32357.0,,1060.0,1060.0,927.0,1345.0,5144.0,0.6781,5906,Shorter University,2,5,13,9071
22.0,0.4833,1015.0,0.7096,27000.0,0.4815,0.7567,43662.0,,1015.0,1015.0,928.0,2142.0,7678.0,0.72,11658,Spelman College,2,5,13,13941
,0.4321,,0.654,20620.0,0.4609,0.3415,25553.0,,545.0,545.0,477.0,745.0,5132.0,0.416,11199,Thomas University,2,5,13,23552
27.0,0.5736,1194.0,0.3674,27180.0,0.2167,0.5725,53942.0,,3642.0,3642.0,3216.0,3320.0,9302.0,0.9971,11744,Florida Institute of Technology,2,5,12,22755
27.0,0.4533,1172.0,0.6582,24000.0,0.2878,0.5709,42822.0,,1219.0,1219.0,1149.0,2519.0,6809.0,1.0,7266,Florida Southern College,2,5,12,16448
,,,0.6016,31666.0,0.5632,0.4415,38845.0,,16311.0,16311.0,14162.0,17804.0,4286.0,0.9976,3902,Full Sail University,3,5,12,14081
,0.7654,,0.5677,27000.0,0.2715,0.6959,56665.0,,443.0,443.0,420.0,1258.0,8199.0,0.6486,19610,Ringling College of Art and Design,2,5,12,35490
31.0,0.279,1362.0,0.3313,14000.0,0.108,0.9158,63740.0,,171.0,171.0,,968.0,11220.0,0.7167,29572,Scripps College,2,8,6,31150
25.0,0.7566,1143.0,0.4537,22000.0,0.203,0.6036,24478.0,,2066.0,2066.0,2002.0,5933.0,6576.0,0.8054,7412,Georgia College and State University,1,5,13,8036
,0.588,,0.6111,8334.0,0.4587,0.1961,29246.0,,533.0,533.0,488.0,721.0,6629.0,0.7074,5758,Life University,2,5,13,20636
31.0,0.2367,1380.0,0.3282,17233.0,0.2032,0.8936,61344.0,,2243.0,2243.0,2141.0,6770.0,13190.0,0.7653,42978,Emory University,2,5,13,25618
16.0,0.3063,749.0,0.876,35750.0,0.7993,0.219,23666.0,,470.0,470.0,415.0,551.0,4880.0,0.7778,11909,Paine College,2,5,13,10189
25.0,0.7847,1140.0,0.7377,27000.0,0.394,0.5322,46409.0,,569.0,569.0,519.0,1140.0,6568.0,1.0,8028,Oglethorpe University,2,5,13,12121
19.0,0.7368,898.0,0.7249,24500.0,0.6463,0.2258,26198.0,,134.0,134.0,116.0,203.0,4658.0,0.3056,4367,Trinity College of Florida,2,5,12,12216
,,,0.7837,24930.0,0.4577,0.1728,27294.0,,316.0,316.0,283.0,405.0,3723.0,1.0,5094,Brewton-Parker College,2,5,13,6696
21.0,0.6562,990.0,0.7406,27000.0,0.5031,0.4843,37739.0,,1217.0,1217.0,1042.0,1556.0,6865.0,0.3561,7753,Brenau University,2,5,13,14500
,0.3388,930.0,0.6115,26250.0,0.4877,0.3711,26457.0,,490.0,490.0,457.0,763.0,5035.0,0.575,4085,Emmanuel College,2,5,13,9089
,,,0.7115,46673.0,0.6828,0.0962,18067.0,,192.0,192.0,134.0,487.0,3184.0,1.0,3099,Beulah Heights University,2,5,13,7187
24.0,0.5048,1071.0,0.6082,23750.0,0.3027,0.6117,29370.0,,1498.0,1498.0,1413.0,2691.0,6266.0,0.4706,6190,Flagler College-St Augustine,2,5,12,13813
26.0,0.7172,1134.0,0.6855,27000.0,0.2165,0.6468,53423.0,,777.0,777.0,746.0,2002.0,6989.0,0.7946,12391,Eckerd College,2,5,12,20429
16.0,0.5371,781.0,0.8262,29500.0,0.816,0.1983,23787.0,,769.0,769.0,654.0,930.0,4892.0,0.5851,3720,Edward Waters College,2,5,12,8732
32.0,0.1724,1416.0,0.2749,15500.0,0.126,0.9394,64540.0,,1386.0,1386.0,1317.0,7168.0,13979.0,0.5033,30448,Georgetown University,2,2,11,35310
20.0,0.5217,946.0,0.5983,20104.0,0.6812,0.5111,16781.0,,187.0,187.0,165.0,457.0,4834.0,1.0,7090,The Baptist College of Florida,2,5,12,8668
19.0,0.456,902.0,0.3328,14196.5,0.5334,0.5043,16793.0,,15883.0,15883.0,12389.0,36979.0,8737.0,0.4533,6677,California State University-Northridge,1,8,6,5824
23.0,0.9218,1068.0,0.5169,21415.0,0.4138,0.4495,19686.0,,4402.0,4402.0,4053.0,9340.0,6696.0,0.7546,7042,University of Central Arkansas,1,5,5,5021
19.0,0.5219,897.0,0.3181,15000.0,0.5633,0.5846,16236.0,,8874.0,8874.0,6311.0,21076.0,8372.0,0.5131,6721,California State University-Fresno,1,8,6,3768
26.0,0.556,1119.0,0.5378,19109.0,0.568,0.7309,30943.0,,7569.0,7569.0,6355.0,18597.0,12265.0,0.8337,12659,University of California-Riverside,1,8,6,12874
28.0,0.3795,1226.0,0.3933,14676.0,0.4123,0.8538,33271.0,,8831.0,8831.0,7514.0,28239.0,13125.0,0.8502,23531,University of California-Davis,1,8,6,13577
24.0,0.3931,1066.0,0.3662,19000.0,0.4615,0.6287,21709.0,,7299.0,7299.0,6058.0,22034.0,9373.0,0.4678,7411,California State Polytechnic University-Pomona,1,8,6,4823
28.0,0.5029,1201.0,0.5256,19959.5,0.4534,0.7835,34124.0,,5841.0,5841.0,5073.0,16231.0,13104.0,0.6856,9137,University of California-Santa Cruz,1,8,6,12330
31.0,0.3374,1344.0,0.3909,18500.0,0.3844,0.8728,30837.0,,6994.0,6994.0,6190.0,26584.0,14032.0,0.8327,24475,University of California-San Diego,1,8,6,15440
,0.6854,,0.4857,28000.0,0.3197,0.5924,56984.0,,433.0,433.0,403.0,1491.0,9234.0,0.1711,15864,California College of the Arts,2,8,6,28330
,1.0,,0.5556,,0.6667,,,,14.0,14.0,,18.0,,,2601,California Christian College,2,8,6,9872
,,,0.5139,35000.0,0.3861,0.3724,36786.0,,4446.0,4446.0,3875.0,8969.0,7682.0,0.2054,12754,Academy of Art University,3,8,6,25936
18.0,0.4616,871.0,0.6964,26748.0,0.723,0.2649,15994.0,,1473.0,1473.0,1279.0,2526.0,5795.0,0.8251,7727,University of Arkansas at Pine Bluff,1,5,5,1670
21.0,0.6541,960.0,0.759,27000.0,0.5643,0.6046,41760.0,,3859.0,3859.0,3433.0,6604.0,8816.0,0.4781,8451,California Baptist University,2,8,6,18871
35.0,0.0881,1544.0,0.2096,14350.0,0.1292,0.9084,60990.0,,124.0,124.0,,1001.0,18636.0,0.9415,95021,California Institute of Technology,2,8,6,17131
25.0,0.6156,1109.0,0.5178,23000.0,0.2386,0.6623,52386.0,,1204.0,1204.0,1108.0,2802.0,9938.0,1.0,9281,California Lutheran University,2,8,6,18871
,0.7706,,0.5177,20000.0,0.3675,0.5197,24693.0,,12408.0,12408.0,11225.0,24992.0,7989.0,0.6626,7597,Northern Arizona University,1,6,4,7632
27.0,0.5359,1181.0,0.4059,23750.0,0.2009,0.6709,27205.0,,9148.0,9148.0,8775.0,31005.0,9710.0,0.7187,10312,The University of Alabama,1,5,1,13373
27.0,0.7766,1218.0,0.347,21500.0,0.1631,0.7292,29164.0,,5098.0,5098.0,4951.0,21551.0,9738.0,0.8734,11406,Auburn University,1,5,1,14724
22.0,0.731,1058.0,0.2541,16975.5,0.228,0.2817,16025.0,,1947.0,1947.0,1705.0,5432.0,9265.0,0.6724,17824,University of Alaska Fairbanks,1,8,2,6988
,,,0.8964,24594.0,0.5179,,,,138.0,138.0,122.0,216.0,6011.0,0.1237,10120,John F. Kennedy University,2,8,6,21692
22.0,0.4718,1034.0,0.6569,25000.0,0.4583,0.64,48744.0,,2780.0,2780.0,2368.0,5140.0,8492.0,0.382,8493,University of La Verne,2,8,6,18599
24.0,0.9469,1091.0,0.5391,20500.0,0.3045,0.6919,43200.0,,496.0,496.0,475.0,1126.0,5961.0,0.2842,7904,The Master's University and Seminary,2,8,6,14208
,,,0.6434,19540.0,0.3465,,,,628.0,628.0,559.0,1048.0,7631.0,0.9002,27522,Loma Linda University,2,8,6,32240
28.0,0.4758,1217.0,0.6429,20938.0,0.198,0.7936,61231.0,,1895.0,1895.0,1828.0,6281.0,11160.0,1.0,14639,Chapman University,2,8,6,27151
,,,0.6004,29839.0,0.2456,,,,194.0,194.0,166.0,451.0,10701.0,1.0,9178,Golden Gate University-San Francisco,2,8,6,22065
21.0,0.5296,955.0,0.6484,32122.0,0.4869,0.4535,34354.0,,1225.0,1225.0,1118.0,2486.0,6086.0,0.9885,14901,Tuskegee University,2,5,1,14747
23.0,0.7001,1069.0,0.5755,23383.0,0.4058,0.4474,22840.0,,1097.0,1097.0,1010.0,2553.0,7496.0,0.6594,8551,University of Montevallo,1,5,1,7918
20.0,0.4749,923.0,0.7214,31000.0,0.5312,0.4162,35546.0,,781.0,781.0,707.0,1687.0,4439.0,0.7018,7751,Oakwood University,2,5,1,11936
18.0,0.5659,831.0,0.7292,34000.0,0.6818,0.2267,26466.0,,606.0,606.0,533.0,843.0,4770.0,1.0,8119,Stillman College,2,5,1,18586
21.0,0.5769,992.0,0.6862,26477.5,0.4207,0.4135,33434.0,,651.0,651.0,605.0,1160.0,5911.0,0.432,6173,Huntingdon College,2,5,1,10321
16.0,0.7,848.0,0.3226,,0.5806,0.0,19530.0,,22.0,22.0,,58.0,3439.0,1.0,9079,Heritage Christian University,2,5,1,10569
22.0,0.6292,1031.0,0.6614,,0.5635,0.4118,29742.0,,357.0,357.0,307.0,373.0,5545.0,0.5789,9631,Judson College,2,5,1,7775
22.0,0.6375,1010.0,0.6375,19000.0,0.4786,0.4222,24697.0,,331.0,331.0,306.0,490.0,5465.0,0.6,6148,Williams Baptist College,2,5,5,6947
23.0,0.7043,1039.0,0.5991,19500.0,0.4397,0.3043,38597.0,,218.0,218.0,207.0,397.0,4386.0,0.8657,8068,Prescott College,2,6,4,17288
,,,0.8216,31000.0,0.742,0.4013,26179.0,,435.0,435.0,359.0,584.0,4774.0,1.0,7003,Philander Smith College,2,5,5,8039
23.0,0.7883,1054.0,0.6909,27000.0,0.2909,0.6436,58609.0,,528.0,528.0,479.0,1358.0,9099.0,0.3353,16241,Dominican University of California,2,8,6,25487
,0.7356,,0.5346,30000.0,0.4848,0.6481,31965.0,,260.0,260.0,223.0,346.0,3484.0,,4432,Coleman University,2,8,6,14597
21.0,0.6788,979.0,0.3747,17250.0,0.4495,0.5123,21559.0,,10388.0,10388.0,8687.0,25867.0,9411.0,0.5018,8420,San Francisco State University,1,8,6,5693
25.0,0.8082,1145.0,0.4477,21004.0,0.2427,0.6659,23137.0,,7637.0,7637.0,7292.0,22727.0,9422.0,0.6875,11870,Colorado State University-Fort Collins,1,7,8,13712
23.0,0.5522,1055.0,0.3436,15000.0,0.4245,0.5677,22046.0,,8304.0,8304.0,6864.0,26670.0,9489.0,0.3882,7860,San Jose State University,1,8,6,7625
20.0,0.6435,954.0,0.6062,21291.5,0.5051,0.2698,20143.0,,1147.0,1147.0,1044.0,2067.0,5999.0,0.4754,9246,Adams State University,1,7,8,6691
22.0,0.7655,996.0,0.4118,17500.0,0.3268,0.5857,22932.0,,3160.0,3160.0,2761.0,8589.0,8815.0,0.4514,7785,Sonoma State University,1,8,6,6541
30.0,0.488,1313.0,0.3288,21500.0,0.1205,0.8432,61097.0,,1083.0,1083.0,1025.0,5344.0,12133.0,0.5982,12897,Santa Clara University,2,8,6,23887
22.0,0.8935,1031.0,0.5682,21970.5,0.341,0.476,21135.0,,4177.0,4177.0,3843.0,8915.0,7624.0,0.607,8951,University of Northern Colorado,1,7,8,9828
